Provider,PotentialFraud,Inpatient_ClaimCount,Inpatient_UniquePatients,Inpatient_TotalReimbursed,Inpatient_AvgReimbursed,Inpatient_StdReimbursed,Inpatient_MaxReimbursed,Inpatient_TotalDeductible,Inpatient_AvgDeductible,Inpatient_ClaimDurationRange,Inpatient_AdmissionCount,Inpatient_DeceasedClaims,Inpatient_AvgAge,Outpatient_ClaimCount,Outpatient_UniquePatients,Outpatient_TotalReimbursed,Outpatient_AvgReimbursed,Outpatient_StdReimbursed,Outpatient_MaxReimbursed,Outpatient_TotalDeductible,Outpatient_AvgDeductible,Outpatient_ClaimDurationRange,Outpatient_DeceasedClaims,Outpatient_AvgAge,Inpatient_ChronicCond_Alzheimer,Inpatient_ChronicCond_Heartfailure,Inpatient_ChronicCond_KidneyDisease,Inpatient_ChronicCond_Cancer,Inpatient_ChronicCond_ObstrPulmonary,Inpatient_ChronicCond_Depression,Inpatient_ChronicCond_Diabetes,Inpatient_ChronicCond_IschemicHeart,Inpatient_ChronicCond_Osteoporasis,Inpatient_ChronicCond_rheumatoidarthritis,Inpatient_ChronicCond_stroke,Outpatient_ChronicCond_Alzheimer,Outpatient_ChronicCond_Heartfailure,Outpatient_ChronicCond_KidneyDisease,Outpatient_ChronicCond_Cancer,Outpatient_ChronicCond_ObstrPulmonary,Outpatient_ChronicCond_Depression,Outpatient_ChronicCond_Diabetes,Outpatient_ChronicCond_IschemicHeart,Outpatient_ChronicCond_Osteoporasis,Outpatient_ChronicCond_rheumatoidarthritis,Outpatient_ChronicCond_stroke,Total_ClaimCount,Total_UniquePatients,Total_Reimbursed,Total_DeceasedClaims,AvgReimbursed_PerPatient,AvgClaims_PerPatient,DeceasedClaim_Rate,Inpatient_Ratio
PRV52643,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,5090.0,462.72727272727275,955.3752237638456,3300.0,0.0,0.0,302.0,0.0,78.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,2.0,4.0,6.0,9.0,2.0,4.0,0.0,11.0,11.0,5090.0,0.0,462.72727272727275,1.0,0.0,0.0
PRV52644,0,9.0,9.0,64000.0,7111.111111111111,4196.559437338057,13000.0,9612.0,1068.0,329.0,9.0,0.0,76.66666666666667,22.0,20.0,6530.0,296.8181818181818,615.2536168012448,2500.0,70.0,3.1818181818181817,319.0,0.0,74.45454545454545,6.0,7.0,6.0,2.0,7.0,3.0,9.0,8.0,2.0,3.0,3.0,8.0,11.0,13.0,5.0,6.0,7.0,16.0,18.0,10.0,7.0,2.0,31.0,20.0,70530.0,0.0,3526.5,1.55,0.0,0.2903225806451613
PRV52645,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,367.0,109630.0,268.70098039215685,862.5979437599476,14060.0,1480.0,3.627450980392157,364.0,3.0,74.51225490196079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,238.0,152.0,55.0,130.0,185.0,276.0,321.0,127.0,132.0,39.0,408.0,367.0,109630.0,3.0,298.7193460490463,1.111716621253406,0.007352941176470588,0.0
PRV52646,0,34.0,33.0,292000.0,8588.235294117647,6527.877965375716,33000.0,35244.0,1068.0,354.0,34.0,0.0,78.17647058823529,70.0,56.0,14310.0,204.42857142857142,323.7624630885674,1700.0,60.0,0.8571428571428571,357.0,0.0,74.17142857142858,18.0,25.0,24.0,8.0,12.0,21.0,26.0,28.0,16.0,14.0,6.0,23.0,38.0,21.0,11.0,16.0,20.0,52.0,44.0,20.0,23.0,5.0,104.0,56.0,306310.0,0.0,5469.821428571428,1.8571428571428572,0.0,0.3269230769230769
PRV52647,0,7.0,7.0,50000.0,7142.857142857143,3891.3824205360675,14000.0,7476.0,1068.0,211.0,7.0,0.0,78.28571428571429,68.0,66.0,21070.0,309.8529411764706,623.4293521766516,2500.0,120.0,1.7647058823529411,321.0,1.0,73.66176470588235,5.0,5.0,5.0,2.0,5.0,3.0,5.0,7.0,3.0,1.0,1.0,31.0,42.0,25.0,10.0,13.0,29.0,43.0,54.0,22.0,17.0,9.0,75.0,66.0,71070.0,1.0,1076.8181818181818,1.1363636363636365,0.013333333333333334,0.09333333333333334
PRV52648,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.0,259.0,255250.0,303.14726840855104,606.0406972151259,3300.0,1490.0,1.7695961995249405,384.0,1.0,74.76603325415677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,508.0,368.0,165.0,264.0,374.0,597.0,604.0,282.0,274.0,153.0,842.0,259.0,255250.0,1.0,985.5212355212356,3.250965250965251,0.0011876484560570072,0.0
PRV52649,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156.0,1421.0,602190.0,279.30890538033395,590.6499900937,8000.0,5170.0,2.3979591836734695,372.0,11.0,73.62662337662337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894.0,1308.0,851.0,343.0,685.0,975.0,1528.0,1680.0,706.0,652.0,245.0,2156.0,1421.0,602190.0,11.0,423.7790288529205,1.5172413793103448,0.00510204081632653,0.0
PRV52651,0,3.0,3.0,33000.0,11000.0,10583.005244258362,23000.0,3204.0,1068.0,109.0,3.0,1.0,85.66666666666667,1.0,1.0,90.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0,83.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,33090.0,1.0,11030.0,1.3333333333333333,0.25,0.75
PRV52652,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,503.0,190560.0,256.47375504710635,511.9717200197989,3300.0,2290.0,3.082099596231494,373.0,11.0,73.3835800807537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,456.0,325.0,119.0,242.0,346.0,533.0,565.0,256.0,243.0,81.0,743.0,503.0,190560.0,11.0,378.8469184890656,1.4771371769383699,0.014804845222072678,0.0
PRV52653,0,4.0,3.0,68000.0,17000.0,8869.42313043338,30000.0,4272.0,1068.0,199.0,4.0,0.0,77.5,10.0,10.0,950.0,95.0,90.82951062292474,300.0,0.0,0.0,322.0,0.0,63.6,1.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,0.0,2.0,6.0,7.0,7.0,3.0,3.0,0.0,14.0,10.0,68950.0,0.0,6895.0,1.4,0.0,0.2857142857142857
PRV52654,0,58.0,56.0,453700.0,7822.413793103448,5218.827020978385,26000.0,59808.0,1068.0,364.0,58.0,0.0,73.60344827586206,119.0,115.0,29850.0,250.8403361344538,463.8007678492061,2700.0,360.0,3.0252100840336134,358.0,0.0,73.1344537815126,36.0,45.0,40.0,8.0,29.0,30.0,48.0,50.0,23.0,24.0,12.0,51.0,67.0,34.0,17.0,29.0,49.0,83.0,92.0,39.0,33.0,10.0,177.0,115.0,483550.0,0.0,4204.782608695652,1.5391304347826087,0.0,0.327683615819209
PRV52656,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,631.0,239770.0,309.3806451612903,635.8679420104346,3300.0,1950.0,2.5161290322580645,365.0,3.0,73.85806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,431.0,337.0,127.0,241.0,351.0,550.0,604.0,243.0,237.0,91.0,775.0,631.0,239770.0,3.0,379.9841521394612,1.2282091917591125,0.003870967741935484,0.0
PRV52657,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,61.0,29250.0,241.73553719008265,519.3131323937264,3100.0,350.0,2.8925619834710745,368.0,1.0,72.22314049586777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,66.0,56.0,10.0,20.0,59.0,81.0,98.0,28.0,31.0,17.0,121.0,61.0,29250.0,1.0,479.5081967213115,1.9836065573770492,0.008264462809917356,0.0
PRV52658,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,36.0,14840.0,380.5128205128205,655.1012325063273,2700.0,120.0,3.076923076923077,318.0,0.0,77.02564102564102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,22.0,4.0,17.0,21.0,31.0,33.0,12.0,16.0,2.0,39.0,36.0,14840.0,0.0,412.22222222222223,1.0833333333333333,0.0,0.0
PRV52659,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,3310.0,137.91666666666666,230.66970865883894,1100.0,20.0,0.8333333333333334,326.0,2.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,5.0,4.0,7.0,10.0,17.0,14.0,8.0,5.0,4.0,24.0,24.0,3310.0,2.0,137.91666666666666,1.0,0.08333333333333333,0.0
PRV52660,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,329.0,145400.0,260.57347670250897,503.35716122337675,3300.0,2250.0,4.032258064516129,372.0,7.0,74.86021505376344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,316.0,226.0,70.0,178.0,250.0,390.0,420.0,157.0,179.0,35.0,558.0,329.0,145400.0,7.0,441.9452887537994,1.696048632218845,0.012544802867383513,0.0
PRV52661,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,233.0,75690.0,306.43724696356276,550.2182300877037,3300.0,660.0,2.672064777327935,363.0,3.0,73.95951417004049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,146.0,93.0,32.0,68.0,111.0,159.0,186.0,74.0,79.0,28.0,247.0,233.0,75690.0,3.0,324.84978540772534,1.0600858369098713,0.012145748987854251,0.0
PRV52662,0,2.0,2.0,11000.0,5500.0,2121.3203435596424,7000.0,2136.0,1068.0,249.0,2.0,0.0,52.5,17.0,16.0,1790.0,105.29411764705883,134.2626924660581,500.0,0.0,0.0,351.0,0.0,77.11764705882354,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,9.0,11.0,7.0,3.0,5.0,5.0,11.0,14.0,7.0,7.0,5.0,19.0,16.0,12790.0,0.0,799.375,1.1875,0.0,0.10526315789473684
PRV52663,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,272.0,180650.0,313.62847222222223,649.8276915333593,3300.0,1770.0,3.0729166666666665,379.0,3.0,73.38020833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,319.0,228.0,92.0,169.0,276.0,415.0,419.0,179.0,175.0,31.0,576.0,272.0,180650.0,3.0,664.1544117647059,2.1176470588235294,0.005208333333333333,0.0
PRV52665,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,416.0,146130.0,240.74135090609556,464.9350825761089,3300.0,1930.0,3.1795716639209224,369.0,11.0,74.01153212520593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,375.0,226.0,92.0,209.0,289.0,437.0,472.0,201.0,192.0,74.0,607.0,416.0,146130.0,11.0,351.27403846153845,1.4591346153846154,0.018121911037891267,0.0
PRV52666,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,38.0,8930.0,228.97435897435898,417.1128515212443,2000.0,70.0,1.794871794871795,351.0,0.0,73.35897435897436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,10.0,8.0,9.0,20.0,30.0,30.0,15.0,10.0,1.0,39.0,38.0,8930.0,0.0,235.0,1.0263157894736843,0.0,0.0
PRV52667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,150.0,50.0,26.457513110645905,80.0,0.0,0.0,186.0,0.0,86.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,3.0,150.0,0.0,50.0,1.0,0.0,0.0
PRV52668,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,1850.0,264.2857142857143,459.813626840888,1300.0,0.0,0.0,292.0,0.0,77.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,4.0,7.0,1.0,2.0,0.0,7.0,6.0,1850.0,0.0,308.3333333333333,1.1666666666666667,0.0,0.0
PRV52669,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,300.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,300.0,0.0,300.0,1.0,0.0,0.0
PRV52670,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,760.0,58.46153846153846,53.82783571197989,200.0,100.0,7.6923076923076925,320.0,0.0,72.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,1.0,1.0,5.0,6.0,9.0,5.0,2.0,1.0,13.0,13.0,760.0,0.0,58.46153846153846,1.0,0.0,0.0
PRV52671,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,240.0,120.0,113.13708498984761,200.0,0.0,0.0,70.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,240.0,0.0,120.0,1.0,0.0,0.0
PRV52672,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,390.0,130.0,149.33184523068078,300.0,0.0,0.0,321.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,3.0,2.0,390.0,0.0,195.0,1.5,0.0,0.0
PRV52673,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,52.0,19470.0,223.79310344827587,444.854931617536,2100.0,520.0,5.977011494252873,362.0,0.0,76.96551724137932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,43.0,36.0,7.0,23.0,38.0,63.0,61.0,30.0,36.0,7.0,87.0,52.0,19470.0,0.0,374.4230769230769,1.6730769230769231,0.0,0.0
PRV52674,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,730.0,243.33333333333334,395.7692930652065,700.0,0.0,0.0,358.0,0.0,76.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,3.0,730.0,0.0,243.33333333333334,1.0,0.0,0.0
PRV52676,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,34.0,9800.0,251.28205128205127,557.5660427588706,3010.0,40.0,1.0256410256410255,360.0,0.0,76.38461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,12.0,7.0,5.0,15.0,26.0,26.0,11.0,9.0,6.0,39.0,34.0,9800.0,0.0,288.2352941176471,1.1470588235294117,0.0,0.0
PRV52677,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,140.0,70.0,14.142135623730951,80.0,0.0,0.0,183.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,140.0,0.0,70.0,1.0,0.0,0.0
PRV52678,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,51.0,24930.0,336.8918918918919,581.8838693997322,2200.0,70.0,0.9459459459459459,371.0,0.0,73.87837837837837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,49.0,37.0,8.0,28.0,30.0,53.0,54.0,29.0,21.0,12.0,74.0,51.0,24930.0,0.0,488.8235294117647,1.4509803921568627,0.0,0.0
PRV52679,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,36.0,16100.0,303.77358490566036,566.5558103240149,2500.0,50.0,0.9433962264150944,348.0,0.0,74.62264150943396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,34.0,24.0,6.0,11.0,21.0,28.0,31.0,20.0,10.0,1.0,53.0,36.0,16100.0,0.0,447.22222222222223,1.4722222222222223,0.0,0.0
PRV52681,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,460.0,153.33333333333334,128.58201014657274,300.0,0.0,0.0,241.0,0.0,60.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,460.0,0.0,153.33333333333334,1.0,0.0,0.0
PRV52683,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,66.0,33240.0,253.74045801526717,529.6171852281791,3300.0,220.0,1.6793893129770991,367.0,1.0,73.93129770992367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,79.0,39.0,19.0,40.0,44.0,92.0,93.0,34.0,42.0,4.0,131.0,66.0,33240.0,1.0,503.6363636363636,1.9848484848484849,0.007633587786259542,0.0
PRV52684,0,5.0,5.0,66000.0,13200.0,13953.4941860453,36000.0,5340.0,1068.0,260.0,5.0,0.0,78.2,205.0,105.0,64040.0,312.390243902439,675.2244680528787,5700.0,620.0,3.024390243902439,362.0,0.0,73.90243902439025,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,0.0,83.0,104.0,91.0,35.0,48.0,65.0,135.0,152.0,65.0,57.0,30.0,210.0,105.0,130040.0,0.0,1238.4761904761904,2.0,0.0,0.023809523809523808
PRV52686,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,1120.0,124.44444444444444,78.7577156714044,200.0,0.0,0.0,317.0,1.0,74.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,9.0,3.0,2.0,1.0,9.0,8.0,1120.0,1.0,140.0,1.125,0.1111111111111111,0.0
PRV52687,0,6.0,5.0,56000.0,9333.333333333334,6831.300510639732,21000.0,6408.0,1068.0,148.0,6.0,0.0,74.83333333333333,35.0,20.0,5920.0,169.14285714285714,353.5315230854613,1700.0,0.0,0.0,352.0,2.0,70.57142857142857,2.0,4.0,1.0,4.0,4.0,2.0,5.0,4.0,2.0,4.0,2.0,8.0,22.0,19.0,1.0,4.0,17.0,21.0,20.0,5.0,11.0,4.0,41.0,20.0,61920.0,2.0,3096.0,2.05,0.04878048780487805,0.14634146341463414
PRV52688,0,6.0,5.0,99000.0,16500.0,21510.46257057249,57000.0,6408.0,1068.0,230.0,6.0,0.0,78.66666666666667,53.0,28.0,16670.0,314.52830188679246,639.541801237224,3300.0,150.0,2.830188679245283,340.0,0.0,72.33962264150944,4.0,3.0,3.0,0.0,2.0,5.0,5.0,6.0,3.0,2.0,1.0,33.0,36.0,22.0,3.0,26.0,17.0,33.0,41.0,28.0,12.0,10.0,59.0,28.0,115670.0,0.0,4131.071428571428,2.107142857142857,0.0,0.1016949152542373
PRV52689,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1330.0,110.83333333333333,103.52499332250277,400.0,100.0,8.333333333333334,319.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0,3.0,5.0,4.0,7.0,9.0,2.0,4.0,0.0,12.0,12.0,1330.0,0.0,110.83333333333333,1.0,0.0,0.0
PRV52690,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,37.0,52510.0,448.8034188034188,832.7759586044677,3300.0,690.0,5.897435897435898,365.0,0.0,78.67521367521367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,84.0,54.0,16.0,60.0,52.0,91.0,90.0,37.0,47.0,3.0,117.0,37.0,52510.0,0.0,1419.1891891891892,3.1621621621621623,0.0,0.0
PRV52691,0,3.0,3.0,20000.0,6666.666666666667,3785.9388972001825,11000.0,3204.0,1068.0,106.0,3.0,0.0,80.66666666666667,14.0,12.0,2380.0,170.0,166.73332000533065,500.0,110.0,7.857142857142857,349.0,0.0,70.78571428571429,1.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,7.0,10.0,7.0,1.0,5.0,8.0,11.0,13.0,4.0,2.0,2.0,17.0,12.0,22380.0,0.0,1865.0,1.4166666666666667,0.0,0.17647058823529413
PRV52692,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,9640.0,267.77777777777777,433.2146357579815,1800.0,290.0,8.055555555555555,356.0,0.0,63.138888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,27.0,10.0,4.0,8.0,15.0,20.0,34.0,8.0,3.0,0.0,36.0,18.0,9640.0,0.0,535.5555555555555,2.0,0.0,0.0
PRV52693,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3920.0,490.0,756.5145641124735,2100.0,0.0,0.0,188.0,0.0,70.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,5.0,3.0,4.0,6.0,4.0,1.0,0.0,8.0,8.0,3920.0,0.0,490.0,1.0,0.0,0.0
PRV52694,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,110.0,55.0,63.63961030678928,100.0,0.0,0.0,89.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,110.0,0.0,55.0,1.0,0.0,0.0
PRV52695,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,200.0,40.0,12.24744871391589,50.0,0.0,0.0,189.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,5.0,5.0,200.0,0.0,40.0,1.0,0.0,0.0
PRV52696,0,3.0,3.0,96000.0,32000.0,21931.712199461308,51000.0,3204.0,1068.0,271.0,3.0,0.0,75.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,96000.0,0.0,32000.0,1.0,0.0,1.0
PRV52697,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,650.0,130.0,95.91663046625439,200.0,0.0,0.0,188.0,0.0,82.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,1.0,1.0,5.0,5.0,650.0,0.0,130.0,1.0,0.0,0.0
PRV52698,0,1.0,1.0,7000.0,7000.0,0.0,7000.0,1068.0,1068.0,0.0,1.0,0.0,69.0,122.0,55.0,34770.0,285.0,509.84724661023046,3300.0,480.0,3.9344262295081966,355.0,9.0,77.56557377049181,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,45.0,64.0,27.0,35.0,68.0,87.0,88.0,37.0,37.0,21.0,123.0,55.0,41770.0,9.0,759.4545454545455,2.2363636363636363,0.07317073170731707,0.008130081300813009
PRV52699,0,1.0,1.0,9000.0,9000.0,0.0,9000.0,1068.0,1068.0,0.0,1.0,0.0,76.0,11.0,10.0,4150.0,377.27272727272725,940.2456158801369,3200.0,0.0,0.0,311.0,0.0,71.72727272727273,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,8.0,6.0,2.0,2.0,6.0,7.0,6.0,4.0,6.0,0.0,12.0,10.0,13150.0,0.0,1315.0,1.2,0.0,0.08333333333333333
PRV52700,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0,12300.0,410.0,713.6791513239564,3300.0,100.0,3.3333333333333335,349.0,0.0,78.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,7.0,5.0,2.0,7.0,19.0,16.0,2.0,4.0,3.0,30.0,16.0,12300.0,0.0,768.75,1.875,0.0,0.0
PRV52701,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,55.0,25610.0,266.7708333333333,556.1436671479519,3300.0,340.0,3.5416666666666665,363.0,0.0,74.02083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,51.0,31.0,11.0,26.0,60.0,68.0,69.0,39.0,37.0,8.0,96.0,55.0,25610.0,0.0,465.6363636363636,1.7454545454545454,0.0,0.0
PRV52702,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,24.0,6750.0,241.07142857142858,484.31960128666714,1800.0,40.0,1.4285714285714286,318.0,0.0,76.60714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,25.0,11.0,2.0,10.0,7.0,19.0,23.0,15.0,9.0,2.0,28.0,24.0,6750.0,0.0,281.25,1.1666666666666667,0.0,0.0
